Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Generation,Sprite,Shiny
718,Zygarde,Complete Forme,Dragon,Ground,216,100,121,91,95,85,6,poke_icon_0718_004_uk_n_00000000_f_n.png,poke_icon_sh_0718_004_uk_n_00000000_f_n.png
719,Diancie,,Rock,Fairy,50,100,150,100,150,50,6,poke_icon_0719_000_uk_n_00000000_f_n.png,poke_icon_sh_0719_000_uk_n_00000000_f_n.png
720,Hoopa,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,poke_icon_0720_000_uk_n_00000000_f_n.png,poke_icon_sh_0720_000_uk_n_00000000_f_n.png
720,Hoopa,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,poke_icon_0720_001_uk_n_00000000_f_n.png,poke_icon_sh_0720_001_uk_n_00000000_f_n.png
721,Volcanion,,Fire,Water,80,110,120,130,90,70,6,poke_icon_0721_000_uk_n_00000000_f_n.png,poke_icon_sh_0721_000_uk_n_00000000_f_n.png
722,Rowlet,,Grass,Flying,68,55,55,50,50,42,7,poke_icon_0722_000_mf_n_00000000_f_n.png,poke_icon_sh_0722_000_mf_n_00000000_f_n.png
723,Dartrix,,Grass,Flying,78,75,75,70,70,52,7,poke_icon_0723_000_mf_n_00000000_f_n.png,poke_icon_sh_0723_000_mf_n_00000000_f_n.png
724,Decidueye,,Grass,Ghost,78,107,75,100,100,70,7,poke_icon_0724_000_mf_n_00000000_f_n.png,poke_icon_sh_0724_000_mf_n_00000000_f_n.png
724,Decidueye,Hisuian Decidueye,Grass,Fighting,88,112,80,95,95,60,8,poke_icon_0724_001_mf_n_00000000_f_n.png,poke_icon_sh_0724_001_mf_n_00000000_f_n.png
725,Litten,,Fire,,45,65,40,60,40,70,7,poke_icon_0725_000_mf_n_00000000_f_n.png,poke_icon_sh_0725_000_mf_n_00000000_f_n.png
726,Torracat,,Fire,,65,85,50,80,50,90,7,poke_icon_0726_000_mf_n_00000000_f_n.png,poke_icon_sh_0726_000_mf_n_00000000_f_n.png
727,Incineroar,,Fire,Dark,95,115,90,80,90,60,7,poke_icon_0727_000_mf_n_00000000_f_n.png,poke_icon_sh_0727_000_mf_n_00000000_f_n.png
728,Popplio,,Water,,50,54,54,66,56,40,7,poke_icon_0728_000_mf_n_00000000_f_n.png,poke_icon_sh_0728_000_mf_n_00000000_f_n.png
729,Brionne,,Water,,60,69,69,91,81,50,7,poke_icon_0729_000_mf_n_00000000_f_n.png,poke_icon_sh_0729_000_mf_n_00000000_f_n.png
730,Primarina,,Water,Fairy,80,74,74,126,116,60,7,poke_icon_0730_000_mf_n_00000000_f_n.png,poke_icon_sh_0730_000_mf_n_00000000_f_n.png
731,Pikipek,,Normal,Flying,35,75,30,30,30,65,7,poke_icon_0731_000_mf_n_00000000_f_n.png,poke_icon_sh_0731_000_mf_n_00000000_f_n.png
732,Trumbeak,,Normal,Flying,55,85,50,40,50,75,7,poke_icon_0732_000_mf_n_00000000_f_n.png,poke_icon_sh_0732_000_mf_n_00000000_f_n.png
733,Toucannon,,Normal,Flying,80,120,75,75,75,60,7,poke_icon_0733_000_mf_n_00000000_f_n.png,poke_icon_sh_0733_000_mf_n_00000000_f_n.png
734,Yungoos,,Normal,,48,70,30,30,30,45,7,poke_icon_0734_000_mf_n_00000000_f_n.png,poke_icon_sh_0734_000_mf_n_00000000_f_n.png
735,Gumshoos,,Normal,,88,110,60,55,60,45,7,poke_icon_0735_000_mf_n_00000000_f_n.png,poke_icon_sh_0735_000_mf_n_00000000_f_n.png
736,Grubbin,,Bug,,47,62,45,55,45,46,7,poke_icon_0736_000_mf_n_00000000_f_n.png,poke_icon_sh_0736_000_mf_n_00000000_f_n.png
737,Charjabug,,Bug,Electric,57,82,95,55,75,36,7,poke_icon_0737_000_mf_n_00000000_f_n.png,poke_icon_sh_0737_000_mf_n_00000000_f_n.png
738,Vikavolt,,Bug,Electric,77,70,90,145,75,43,7,poke_icon_0738_000_mf_n_00000000_f_n.png,poke_icon_sh_0738_000_mf_n_00000000_f_n.png
739,Crabrawler,,Fighting,,47,82,57,42,47,63,7,poke_icon_0739_000_mf_n_00000000_f_n.png,poke_icon_sh_0739_000_mf_n_00000000_f_n.png
740,Crabominable,,Fighting,Ice,97,132,77,62,67,43,7,poke_icon_0740_000_mf_n_00000000_f_n.png,poke_icon_sh_0740_000_mf_n_00000000_f_n.png
741,Oricorio,Baile Style,Fire,Flying,75,70,70,98,70,93,7,poke_icon_0741_000_mf_n_00000000_f_n.png,poke_icon_sh_0741_000_mf_n_00000000_f_n.png
741,Oricorio,Pom-Pom Style,Electric,Flying,75,70,70,98,70,93,7,poke_icon_0741_002_mf_n_00000000_f_n.png,poke_icon_sh_0741_002_mf_n_00000000_f_n.png
741,Oricorio,Pa'u Style,Psychic,Flying,75,70,70,98,70,93,7,poke_icon_0741_001_mf_n_00000000_f_n.png,poke_icon_sh_0741_001_mf_n_00000000_f_n.png
741,Oricorio,Sensu Style,Ghost,Flying,75,70,70,98,70,93,7,poke_icon_0741_003_mf_n_00000000_f_n.png,poke_icon_sh_0741_003_mf_n_00000000_f_n.png
742,Cutiefly,,Bug,Fairy,40,45,40,55,40,84,7,poke_icon_0742_000_mf_n_00000000_f_n.png,poke_icon_sh_0742_000_mf_n_00000000_f_n.png
743,Ribombee,,Bug,Fairy,60,55,60,95,70,124,7,poke_icon_0743_000_mf_n_00000000_f_n.png,poke_icon_sh_0743_000_mf_n_00000000_f_n.png
744,Rockruff,,Rock,,45,65,40,30,40,60,7,poke_icon_0744_000_mf_n_00000000_f_n.png,poke_icon_sh_0744_000_mf_n_00000000_f_n.png
744,Rockruff,Own Tempo Rockruff,Rock,,45,65,40,30,40,60,7,poke_icon_0744_000_mf_n_00000000_f_n.png,poke_icon_sh_0744_000_mf_n_00000000_f_n.png
745,Lycanroc,Midday Form,Rock,,75,115,65,55,65,112,7,poke_icon_0745_001_mf_n_00000000_f_n.png,poke_icon_sh_0745_001_mf_n_00000000_f_n.png
745,Lycanroc,Midnight Form,Rock,,85,115,75,55,75,82,7,poke_icon_0745_002_mf_n_00000000_f_n.png,poke_icon_sh_0745_002_mf_n_00000000_f_n.png
745,Lycanroc,Dusk Form,Rock,,75,117,65,55,65,110,7,poke_icon_0745_000_mf_n_00000000_f_n.png,poke_icon_sh_0745_000_mf_n_00000000_f_n.png
746,Wishiwashi,Solo Form,Water,,45,20,20,25,25,40,7,poke_icon_0746_001_mf_n_00000000_f_n.png,poke_icon_sh_0746_001_mf_n_00000000_f_n.png
746,Wishiwashi,School Form,Water,,45,140,130,140,135,30,7,poke_icon_0746_000_mf_n_00000000_f_n.png,poke_icon_sh_0746_000_mf_n_00000000_f_n.png
747,Mareanie,,Poison,Water,50,53,62,43,52,45,7,poke_icon_0747_000_mf_n_00000000_f_n.png,poke_icon_sh_0747_000_mf_n_00000000_f_n.png
748,Toxapex,,Poison,Water,50,63,152,53,142,35,7,poke_icon_0748_000_mf_n_00000000_f_n.png,poke_icon_sh_0748_000_mf_n_00000000_f_n.png
749,Mudbray,,Ground,,70,100,70,45,55,45,7,poke_icon_0749_000_mf_n_00000000_f_n.png,poke_icon_sh_0749_000_mf_n_00000000_f_n.png
750,Mudsdale,,Ground,,100,125,100,55,85,35,7,poke_icon_0750_000_mf_n_00000000_f_n.png,poke_icon_sh_0750_000_mf_n_00000000_f_n.png
751,Dewpider,,Water,Bug,38,40,52,40,72,27,7,poke_icon_0751_000_mf_n_00000000_f_n.png,poke_icon_sh_0751_000_mf_n_00000000_f_n.png
752,Araquanid,,Water,Bug,68,70,92,50,132,42,7,poke_icon_0752_000_mf_n_00000000_f_n.png,poke_icon_sh_0752_000_mf_n_00000000_f_n.png
753,Fomantis,,Grass,,40,55,35,50,35,35,7,poke_icon_0753_000_mf_n_00000000_f_n.png,poke_icon_sh_0753_000_mf_n_00000000_f_n.png
754,Lurantis,,Grass,,70,105,90,80,90,45,7,poke_icon_0754_000_mf_n_00000000_f_n.png,poke_icon_sh_0754_000_mf_n_00000000_f_n.png
755,Morelull,,Grass,Fairy,40,35,55,65,75,15,7,poke_icon_0755_000_mf_n_00000000_f_n.png,poke_icon_sh_0755_000_mf_n_00000000_f_n.png
756,Shiinotic,,Grass,Fairy,60,45,80,90,100,30,7,poke_icon_0756_000_mf_n_00000000_f_n.png,poke_icon_sh_0756_000_mf_n_00000000_f_n.png
757,Salandit,,Poison,Fire,48,44,40,71,40,77,7,poke_icon_0757_000_mf_n_00000000_f_n.png,poke_icon_sh_0757_000_mf_n_00000000_f_n.png
758,Salazzle,,Poison,Fire,68,64,60,111,60,117,7,poke_icon_0758_000_fo_n_00000000_f_n.png,poke_icon_sh_0758_000_fo_n_00000000_f_n.png
759,Stufful,,Normal,Fighting,70,75,50,45,50,50,7,poke_icon_0759_000_mf_n_00000000_f_n.png,poke_icon_sh_0759_000_mf_n_00000000_f_n.png
760,Bewear,,Normal,Fighting,120,125,80,55,60,60,7,poke_icon_0760_000_mf_n_00000000_f_n.png,poke_icon_sh_0760_000_mf_n_00000000_f_n.png
761,Bounsweet,,Grass,,42,30,38,30,38,32,7,poke_icon_0761_000_fo_n_00000000_f_n.png,poke_icon_sh_0761_000_fo_n_00000000_f_n.png
762,Steenee,,Grass,,52,40,48,40,48,62,7,poke_icon_0762_000_fo_n_00000000_f_n.png,poke_icon_sh_0762_000_fo_n_00000000_f_n.png
763,Tsareena,,Grass,,72,120,98,50,98,72,7,poke_icon_0763_000_fo_n_00000000_f_n.png,poke_icon_sh_0763_000_fo_n_00000000_f_n.png
764,Comfey,,Fairy,,51,52,90,82,110,100,7,poke_icon_0764_000_mf_n_00000000_f_n.png,poke_icon_sh_0764_000_mf_n_00000000_f_n.png
765,Oranguru,,Normal,Psychic,90,60,80,90,110,60,7,poke_icon_0765_000_mf_n_00000000_f_n.png,poke_icon_sh_0765_000_mf_n_00000000_f_n.png
766,Passimian,,Fighting,,100,120,90,40,60,80,7,poke_icon_0766_000_mf_n_00000000_f_n.png,poke_icon_sh_0766_000_mf_n_00000000_f_n.png
767,Wimpod,,Bug,Water,25,35,40,20,30,80,7,poke_icon_0767_000_mf_n_00000000_f_n.png,poke_icon_sh_0767_000_mf_n_00000000_f_n.png
768,Golisopod,,Bug,Water,75,125,140,60,90,40,7,poke_icon_0768_000_mf_n_00000000_f_n.png,poke_icon_sh_0768_000_mf_n_00000000_f_n.png
769,Sandygast,,Ghost,Ground,55,55,80,70,45,15,7,poke_icon_0769_000_mf_n_00000000_f_n.png,poke_icon_sh_0769_000_mf_n_00000000_f_n.png
770,Palossand,,Ghost,Ground,85,75,110,100,75,35,7,poke_icon_0770_000_mf_n_00000000_f_n.png,poke_icon_sh_0770_000_mf_n_00000000_f_n.png
771,Pyukumuku,,Water,,55,60,130,30,130,5,7,poke_icon_0771_000_mf_n_00000000_f_n.png,poke_icon_sh_0771_000_mf_n_00000000_f_n.png
772,Type: Null,,Normal,,95,95,95,95,95,59,7,poke_icon_0772_000_uk_n_00000000_f_n.png,poke_icon_sh_0772_000_uk_n_00000000_f_n.png
773,Silvally,,Normal,,95,95,95,95,95,95,7,poke_icon_0773_000_uk_n_00000000_f_n.png,poke_icon_sh_0773_000_uk_n_00000000_f_n.png
774,Minior,Meteor Form,Rock,Flying,60,60,100,60,100,60,7,poke_icon_0774_007_uk_n_00000000_f_n.png,poke_icon_sh_0774_007_uk_n_00000000_f_n.png
774,Minior,Core Form,Rock,Flying,60,100,60,100,60,120,7,poke_icon_0774_000_uk_n_00000000_f_n.png,poke_icon_sh_0774_000_uk_n_00000000_f_n.png
775,Komala,,Normal,,65,115,65,75,95,65,7,poke_icon_0775_000_mf_n_00000000_f_n.png,poke_icon_sh_0775_000_mf_n_00000000_f_n.png
776,Turtonator,,Fire,Dragon,60,78,135,91,85,36,7,poke_icon_0776_000_mf_n_00000000_f_n.png,poke_icon_sh_0776_000_mf_n_00000000_f_n.png
777,Togedemaru,,Electric,Steel,65,98,63,40,73,96,7,poke_icon_0777_000_mf_n_00000000_f_n.png,poke_icon_sh_0777_000_mf_n_00000000_f_n.png
778,Mimikyu,,Ghost,Fairy,55,90,80,50,105,96,7,poke_icon_0778_000_mf_n_00000000_f_n.png,poke_icon_sh_0778_000_mf_n_00000000_f_n.png
779,Bruxish,,Water,Psychic,68,105,70,70,70,92,7,poke_icon_0779_000_mf_n_00000000_f_n.png,poke_icon_sh_0779_000_mf_n_00000000_f_n.png
780,Drampa,,Normal,Dragon,78,60,85,135,91,36,7,poke_icon_0780_000_mf_n_00000000_f_n.png,poke_icon_sh_0780_000_mf_n_00000000_f_n.png
781,Dhelmise,,Ghost,Grass,70,131,100,86,90,40,7,poke_icon_0781_000_uk_n_00000000_f_n.png,poke_icon_sh_0781_000_uk_n_00000000_f_n.png
782,Jangmo-o,,Dragon,,45,55,65,45,45,45,7,poke_icon_0782_000_mf_n_00000000_f_n.png,poke_icon_sh_0782_000_mf_n_00000000_f_n.png
783,Hakamo-o,,Dragon,Fighting,55,75,90,65,70,65,7,poke_icon_0783_000_mf_n_00000000_f_n.png,poke_icon_sh_0783_000_mf_n_00000000_f_n.png
784,Kommo-o,,Dragon,Fighting,75,110,125,100,105,85,7,poke_icon_0784_000_mf_n_00000000_f_n.png,poke_icon_sh_0784_000_mf_n_00000000_f_n.png
785,Tapu Koko,,Electric,Fairy,70,115,85,95,75,130,7,poke_icon_0785_000_uk_n_00000000_f_n.png,poke_icon_sh_0785_000_uk_n_00000000_f_n.png
786,Tapu Lele,,Psychic,Fairy,70,85,75,130,115,95,7,poke_icon_0786_000_uk_n_00000000_f_n.png,poke_icon_sh_0786_000_uk_n_00000000_f_n.png
787,Tapu Bulu,,Grass,Fairy,70,130,115,85,95,75,7,poke_icon_0787_000_uk_n_00000000_f_n.png,poke_icon_sh_0787_000_uk_n_00000000_f_n.png
788,Tapu Fini,,Water,Fairy,70,75,115,95,130,85,7,poke_icon_0788_000_uk_n_00000000_f_n.png,poke_icon_sh_0788_000_uk_n_00000000_f_n.png
789,Cosmog,,Psychic,,43,29,31,29,31,37,7,poke_icon_0789_000_uk_n_00000000_f_n.png,poke_icon_sh_0789_000_uk_n_00000000_f_n.png
790,Cosmoem,,Psychic,,43,29,131,29,131,37,7,poke_icon_0790_000_uk_n_00000000_f_n.png,poke_icon_sh_0790_000_uk_n_00000000_f_n.png
791,Solgaleo,,Psychic,Steel,137,137,107,113,89,97,7,poke_icon_0791_000_uk_n_00000000_f_n.png,poke_icon_sh_0791_000_uk_n_00000000_f_n.png
792,Lunala,,Psychic,Ghost,137,113,89,137,107,97,7,poke_icon_0792_000_uk_n_00000000_f_n.png,poke_icon_sh_0792_000_uk_n_00000000_f_n.png
793,Nihilego,,Rock,Poison,109,53,47,127,131,103,7,poke_icon_0793_000_uk_n_00000000_f_n.png,poke_icon_sh_0793_000_uk_n_00000000_f_n.png
794,Buzzwole,,Bug,Fighting,107,139,139,53,53,79,7,poke_icon_0794_000_uk_n_00000000_f_n.png,poke_icon_sh_0794_000_uk_n_00000000_f_n.png
795,Pheromosa,,Bug,Fighting,71,137,37,137,37,151,7,poke_icon_0795_000_uk_n_00000000_f_n.png,poke_icon_sh_0795_000_uk_n_00000000_f_n.png
796,Xurkitree,,Electric,,83,89,71,173,71,83,7,poke_icon_0796_000_uk_n_00000000_f_n.png,poke_icon_sh_0796_000_uk_n_00000000_f_n.png
797,Celesteela,,Steel,Flying,97,101,103,107,101,61,7,poke_icon_0797_000_uk_n_00000000_f_n.png,poke_icon_sh_0797_000_uk_n_00000000_f_n.png
798,Kartana,,Grass,Steel,59,181,131,59,31,109,7,poke_icon_0798_000_uk_n_00000000_f_n.png,poke_icon_sh_0798_000_uk_n_00000000_f_n.png
799,Guzzlord,,Dark,Dragon,223,101,53,97,53,43,7,poke_icon_0799_000_uk_n_00000000_f_n.png,poke_icon_sh_0799_000_uk_n_00000000_f_n.png
800,Necrozma,,Psychic,,97,107,101,127,89,79,7,poke_icon_0800_000_uk_n_00000000_f_n.png,poke_icon_sh_0800_000_uk_n_00000000_f_n.png
800,Necrozma,Dusk Mane Necrozma,Psychic,Steel,97,157,127,113,109,77,7,poke_icon_0800_002_uk_n_00000000_f_n.png,poke_icon_sh_0800_002_uk_n_00000000_f_n.png
800,Necrozma,Dawn Wings Necrozma,Psychic,Ghost,97,113,109,157,127,77,7,poke_icon_0800_001_uk_n_00000000_f_n.png,poke_icon_sh_0800_001_uk_n_00000000_f_n.png
800,Necrozma,Ultra Necrozma,Psychic,Dragon,97,167,97,167,97,129,7,poke_icon_0800_003_uk_n_00000000_f_n.png,poke_icon_sh_0800_003_uk_n_00000000_f_n.png
801,Magearna,,Steel,Fairy,80,95,115,130,115,65,7,poke_icon_0801_000_uk_n_00000000_f_n.png,poke_icon_sh_0801_000_uk_n_00000000_f_n.png
802,Marshadow,,Fighting,Ghost,90,125,80,90,90,125,7,poke_icon_0802_000_uk_n_00000000_f_n.png,poke_icon_sh_0802_000_uk_n_00000000_f_n.png
803,Poipole,,Poison,,67,73,67,73,67,73,7,poke_icon_0803_000_uk_n_00000000_f_n.png,poke_icon_sh_0803_000_uk_n_00000000_f_n.png
804,Naganadel,,Poison,Dragon,73,73,73,127,73,121,7,poke_icon_0804_000_uk_n_00000000_f_n.png,poke_icon_sh_0804_000_uk_n_00000000_f_n.png
805,Stakataka,,Rock,Steel,61,131,211,53,101,13,7,poke_icon_0805_000_uk_n_00000000_f_n.png,poke_icon_sh_0805_000_uk_n_00000000_f_n.png
806,Blacephalon,,Fire,Ghost,53,127,53,151,79,107,7,poke_icon_0806_000_uk_n_00000000_f_n.png,poke_icon_sh_0806_000_uk_n_00000000_f_n.png
807,Zeraora,,Electric,,88,112,75,102,80,143,7,poke_icon_0807_000_uk_n_00000000_f_n.png,poke_icon_sh_0807_000_uk_n_00000000_f_n.png
808,Meltan,,Steel,,46,65,65,55,35,34,7,poke_icon_0808_000_uk_n_00000000_f_n.png,poke_icon_sh_0808_000_uk_n_00000000_f_n.png
809,Melmetal,,Steel,,135,143,143,80,65,34,7,poke_icon_0809_000_uk_n_00000000_f_n.png,poke_icon_sh_0809_000_uk_n_00000000_f_n.png
810,Grookey,,Grass,,50,65,50,40,40,65,8,poke_icon_0810_000_mf_n_00000000_f_n.png,poke_icon_sh_0810_000_mf_n_00000000_f_n.png
811,Thwackey,,Grass,,70,85,70,55,60,80,8,poke_icon_0811_000_mf_n_00000000_f_n.png,poke_icon_sh_0811_000_mf_n_00000000_f_n.png
812,Rillaboom,,Grass,,100,125,90,60,70,85,8,poke_icon_0812_000_mf_n_00000000_f_n.png,poke_icon_sh_0812_000_mf_n_00000000_f_n.png
813,Scorbunny,,Fire,,50,71,40,40,40,69,8,poke_icon_0813_000_mf_n_00000000_f_n.png,poke_icon_sh_0813_000_mf_n_00000000_f_n.png
814,Raboot,,Fire,,65,86,60,55,60,94,8,poke_icon_0814_000_mf_n_00000000_f_n.png,poke_icon_sh_0814_000_mf_n_00000000_f_n.png
815,Cinderace,,Fire,,80,116,75,65,75,119,8,poke_icon_0815_000_mf_n_00000000_f_n.png,poke_icon_sh_0815_000_mf_n_00000000_f_n.png
816,Sobble,,Water,,50,40,40,70,40,70,8,poke_icon_0816_000_mf_n_00000000_f_n.png,poke_icon_sh_0816_000_mf_n_00000000_f_n.png
817,Drizzile,,Water,,65,60,55,95,55,90,8,poke_icon_0817_000_mf_n_00000000_f_n.png,poke_icon_sh_0817_000_mf_n_00000000_f_n.png
818,Inteleon,,Water,,70,85,65,125,65,120,8,poke_icon_0818_000_mf_n_00000000_f_n.png,poke_icon_sh_0818_000_mf_n_00000000_f_n.png
819,Skwovet,,Normal,,70,55,55,35,35,25,8,poke_icon_0819_000_mf_n_00000000_f_n.png,poke_icon_sh_0819_000_mf_n_00000000_f_n.png
820,Greedent,,Normal,,120,95,95,55,75,20,8,poke_icon_0820_000_mf_n_00000000_f_n.png,poke_icon_sh_0820_000_mf_n_00000000_f_n.png
821,Rookidee,,Flying,,38,47,35,33,35,57,8,poke_icon_0821_000_mf_n_00000000_f_n.png,poke_icon_sh_0821_000_mf_n_00000000_f_n.png
822,Corvisquire,,Flying,,68,67,55,43,55,77,8,poke_icon_0822_000_mf_n_00000000_f_n.png,poke_icon_sh_0822_000_mf_n_00000000_f_n.png
823,Corviknight,,Flying,Steel,98,87,105,53,85,67,8,poke_icon_0823_000_mf_n_00000000_f_n.png,poke_icon_sh_0823_000_mf_n_00000000_f_n.png
824,Blipbug,,Bug,,25,20,20,25,45,45,8,poke_icon_0824_000_mf_n_00000000_f_n.png,poke_icon_sh_0824_000_mf_n_00000000_f_n.png
825,Dottler,,Bug,Psychic,50,35,80,50,90,30,8,poke_icon_0825_000_mf_n_00000000_f_n.png,poke_icon_sh_0825_000_mf_n_00000000_f_n.png
826,Orbeetle,,Bug,Psychic,60,45,110,80,120,90,8,poke_icon_0826_000_mf_n_00000000_f_n.png,poke_icon_sh_0826_000_mf_n_00000000_f_n.png
827,Nickit,,Dark,,40,28,28,47,52,50,8,poke_icon_0827_000_mf_n_00000000_f_n.png,poke_icon_sh_0827_000_mf_n_00000000_f_n.png
828,Thievul,,Dark,,70,58,58,87,92,90,8,poke_icon_0828_000_mf_n_00000000_f_n.png,poke_icon_sh_0828_000_mf_n_00000000_f_n.png
829,Gossifleur,,Grass,,40,40,60,40,60,10,8,poke_icon_0829_000_mf_n_00000000_f_n.png,poke_icon_sh_0829_000_mf_n_00000000_f_n.png
830,Eldegoss,,Grass,,60,50,90,80,120,60,8,poke_icon_0830_000_mf_n_00000000_f_n.png,poke_icon_sh_0830_000_mf_n_00000000_f_n.png
831,Wooloo,,Normal,,42,40,55,40,45,48,8,poke_icon_0831_000_mf_n_00000000_f_n.png,poke_icon_sh_0831_000_mf_n_00000000_f_n.png
832,Dubwool,,Normal,,72,80,100,60,90,88,8,poke_icon_0832_000_mf_n_00000000_f_n.png,poke_icon_sh_0832_000_mf_n_00000000_f_n.png
833,Chewtle,,Water,,50,64,50,38,38,44,8,poke_icon_0833_000_mf_n_00000000_f_n.png,poke_icon_sh_0833_000_mf_n_00000000_f_n.png
834,Drednaw,,Water,Rock,90,115,90,48,68,74,8,poke_icon_0834_000_mf_n_00000000_f_n.png,poke_icon_sh_0834_000_mf_n_00000000_f_n.png
835,Yamper,,Electric,,59,45,50,40,50,26,8,poke_icon_0835_000_mf_n_00000000_f_n.png,poke_icon_sh_0835_000_mf_n_00000000_f_n.png
836,Boltund,,Electric,,69,90,60,90,60,121,8,poke_icon_0836_000_mf_n_00000000_f_n.png,poke_icon_sh_0836_000_mf_n_00000000_f_n.png
837,Rolycoly,,Rock,,30,40,50,40,50,30,8,poke_icon_0837_000_mf_n_00000000_f_n.png,poke_icon_sh_0837_000_mf_n_00000000_f_n.png
838,Carkol,,Rock,Fire,80,60,90,60,70,50,8,poke_icon_0838_000_mf_n_00000000_f_n.png,poke_icon_sh_0838_000_mf_n_00000000_f_n.png
839,Coalossal,,Rock,Fire,110,80,120,80,90,30,8,poke_icon_0839_000_mf_n_00000000_f_n.png,poke_icon_sh_0839_000_mf_n_00000000_f_n.png
840,Applin,,Grass,Dragon,40,40,80,40,40,20,8,poke_icon_0840_000_mf_n_00000000_f_n.png,poke_icon_sh_0840_000_mf_n_00000000_f_n.png
841,Flapple,,Grass,Dragon,70,110,80,95,60,70,8,poke_icon_0841_000_mf_n_00000000_f_n.png,poke_icon_sh_0841_000_mf_n_00000000_f_n.png
842,Appletun,,Grass,Dragon,110,85,80,100,80,30,8,poke_icon_0842_000_mf_n_00000000_f_n.png,poke_icon_sh_0842_000_mf_n_00000000_f_n.png
843,Silicobra,,Ground,,52,57,75,35,50,46,8,poke_icon_0843_000_mf_n_00000000_f_n.png,poke_icon_sh_0843_000_mf_n_00000000_f_n.png
844,Sandaconda,,Ground,,72,107,125,65,70,71,8,poke_icon_0844_000_mf_n_00000000_f_n.png,poke_icon_sh_0844_000_mf_n_00000000_f_n.png
845,Cramorant,,Flying,Water,70,85,55,85,95,85,8,poke_icon_0845_000_mf_n_00000000_f_n.png,poke_icon_sh_0845_000_mf_n_00000000_f_n.png
846,Arrokuda,,Water,,41,63,40,40,30,66,8,poke_icon_0846_000_mf_n_00000000_f_n.png,poke_icon_sh_0846_000_mf_n_00000000_f_n.png
847,Barraskewda,,Water,,61,123,60,60,50,136,8,poke_icon_0847_000_mf_n_00000000_f_n.png,poke_icon_sh_0847_000_mf_n_00000000_f_n.png
848,Toxel,,Electric,Poison,40,38,35,54,35,40,8,poke_icon_0848_000_mf_n_00000000_f_n.png,poke_icon_sh_0848_000_mf_n_00000000_f_n.png
849,Toxtricity,Amped Form,Electric,Poison,75,98,70,114,70,75,8,poke_icon_0849_000_mf_n_00000000_f_n.png,poke_icon_sh_0849_000_mf_n_00000000_f_n.png
849,Toxtricity,Low Key Form,Electric,Poison,75,98,70,114,70,75,8,poke_icon_0849_001_mf_n_00000000_f_n.png,poke_icon_sh_0849_001_mf_n_00000000_f_n.png
850,Sizzlipede,,Fire,Bug,50,65,45,50,50,45,8,poke_icon_0850_000_mf_n_00000000_f_n.png,poke_icon_sh_0850_000_mf_n_00000000_f_n.png
851,Centiskorch,,Fire,Bug,100,115,65,90,90,65,8,poke_icon_0851_000_mf_n_00000000_f_n.png,poke_icon_sh_0851_000_mf_n_00000000_f_n.png
852,Clobbopus,,Fighting,,50,68,60,50,50,32,8,poke_icon_0852_000_mf_n_00000000_f_n.png,poke_icon_sh_0852_000_mf_n_00000000_f_n.png
853,Grapploct,,Fighting,,80,118,90,70,80,42,8,poke_icon_0853_000_mf_n_00000000_f_n.png,poke_icon_sh_0853_000_mf_n_00000000_f_n.png
854,Sinistea,,Ghost,,40,45,45,74,54,50,8,poke_icon_0854_000_uk_n_00000000_f_n.png,poke_icon_sh_0854_000_uk_n_00000000_f_n.png
855,Polteageist,,Ghost,,60,65,65,134,114,70,8,poke_icon_0855_000_uk_n_00000000_f_n.png,poke_icon_sh_0855_000_uk_n_00000000_f_n.png
856,Hatenna,,Psychic,,42,30,45,56,53,39,8,poke_icon_0856_000_fo_n_00000000_f_n.png,poke_icon_sh_0856_000_fo_n_00000000_f_n.png
857,Hattrem,,Psychic,,57,40,65,86,73,49,8,poke_icon_0857_000_fo_n_00000000_f_n.png,poke_icon_sh_0857_000_fo_n_00000000_f_n.png
858,Hatterene,,Psychic,Fairy,57,90,95,136,103,29,8,poke_icon_0858_000_fo_n_00000000_f_n.png,poke_icon_sh_0858_000_fo_n_00000000_f_n.png
859,Impidimp,,Dark,Fairy,45,45,30,55,40,50,8,poke_icon_0859_000_mo_n_00000000_f_n.png,poke_icon_sh_0859_000_mo_n_00000000_f_n.png
860,Morgrem,,Dark,Fairy,65,60,45,75,55,70,8,poke_icon_0860_000_mo_n_00000000_f_n.png,poke_icon_sh_0860_000_mo_n_00000000_f_n.png
861,Grimmsnarl,,Dark,Fairy,95,120,65,95,75,60,8,poke_icon_0861_000_mo_n_00000000_f_n.png,poke_icon_sh_0861_000_mo_n_00000000_f_n.png
862,Obstagoon,,Dark,Normal,93,90,101,60,81,95,8,poke_icon_0862_000_mf_n_00000000_f_n.png,poke_icon_sh_0862_000_mf_n_00000000_f_n.png
863,Perrserker,,Steel,,70,110,100,50,60,50,8,poke_icon_0863_000_mf_n_00000000_f_n.png,poke_icon_sh_0863_000_mf_n_00000000_f_n.png
864,Cursola,,Ghost,,60,95,50,145,130,30,8,poke_icon_0864_000_mf_n_00000000_f_n.png,poke_icon_sh_0864_000_mf_n_00000000_f_n.png
865,Sirfetch'd,,Fighting,,62,135,95,68,82,65,8,poke_icon_0865_000_mf_n_00000000_f_n.png,poke_icon_sh_0865_000_mf_n_00000000_f_n.png
