,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
7803,5080,5080,38yqKz2oVyauelwQVHvL2I,Shiki-TMNS;Kodama Boy;Big Gay,Hentai Bitch,Hentai Bitch,61,171514,Explicit,0.714,0.471,1,-12.226,1,0.21,0.56,0.0,0.126,0.589,80.014,4,anime
7829,109535,109535,3rcabUHPdv5Ulw8B6Khkxc,Charlie Sparks (UK),Welcome To London,Welcome To London,61,415594,Explicit,0.596,0.964,6,-8.336,1,0.041,0.000194,0.763,0.119,0.478,144.995,4,techno
7848,103952,103952,3TfTZ3fGLYtR1azsY8iEp4,Amir Obe,None Of The Clocks Work,CIGARETTES,61,190000,Explicit,0.664,0.38,6,-8.297,0,0.0625,0.0423,0.000537,0.122,0.236,144.045,4,soul
7881,89863,89863,2hDe0Ls5mVqs1XJqv7sbcM,Anuel AA;Enrique Iglesias,Emmanuel,Fútbol & Rumba (feat. Enrique Iglesias),61,221428,Explicit,0.735,0.916,2,-2.082,1,0.117,0.397,2.91e-06,0.0918,0.691,167.994,4,reggaeton
7886,103903,103903,2VRJKXrqR4ztn6WgJ28R9r,¿Téo?,In Your Body,In Your Body,61,203777,Explicit,0.715,0.584,0,-9.004,1,0.136,0.291,0.00366,0.068,0.429,97.214,4,soul
7892,103918,103918,2DoHygz0t3WBEgXQKeA2QL,Lil Cobaine,Monday Magic,Monday Magic,61,146128,Explicit,0.756,0.469,10,-9.328,0,0.0674,0.159,0.0351,0.111,0.617,138.048,3,soul
7896,37221,37221,30GqVivI3eb7OgonUemcjf,MC Fioti,Joga O Bum Bum Tam Tam,Joga O Bum Bum Tam Tam,61,155454,Explicit,0.932,0.485,9,-8.926,1,0.0965,0.609,0.0295,0.141,0.43,131.959,4,funk
7900,11256,11256,3LcMLFApeU9uCT8VCWEVjr,YUNGBLUD;WILLOW,Memories (with WILLOW),Memories (with WILLOW),61,155919,Explicit,0.434,0.921,7,-4.656,1,0.0679,0.000314,0.0,0.89,0.626,181.99,4,british
7902,5167,5167,6aLzDW8TlgccoWycY99mfU,Khantrast,I'm Toxic,I'm Toxic,61,116323,Explicit,0.75,0.727,11,-8.445,1,0.0669,0.214,0.0,0.0557,0.847,109.923,4,anime
7923,2912,2912,4cvngM7l4dOwldWzMOEP6c,Red Hot Chili Peppers,Return of the Dream Canteen,La La La La La La La La,61,237489,Explicit,0.426,0.217,9,-15.564,0,0.0401,0.895,9.89e-05,0.0867,0.179,128.22,4,alt-rock
7945,36129,36129,1o6JHLSAtNsIj8AgAvDxXX,Rilès,WELCOME TO THE JUNGLE (Deluxe),THANK GOD,61,210236,Explicit,0.79,0.793,6,-6.544,1,0.121,0.393,0.0,0.138,0.496,141.046,4,french
7947,85601,85601,29zvr7PRPQhE8plnBZ44nZ,Waterparks,FUNERAL GREY,FUNERAL GREY,61,164138,Explicit,0.645,0.85,1,-3.627,0,0.0898,0.0202,0.0,0.656,0.961,145.971,4,punk-rock
7967,21172,21172,1TfpBtkEQiDISwBcW1BeCX,NSG;LD,Roadblock,Roadblock,61,233293,Explicit,0.877,0.75,1,-3.021,1,0.238,0.1,2.18e-05,0.123,0.823,104.035,4,dancehall
7968,21175,21175,6RAFf0mJ498F0GzrFZ1ZsS,Fireboy DML;Ed Sheeran,Peru (Acoustic),Peru - Acoustic,61,172256,Explicit,0.82,0.603,7,-5.844,0,0.0365,0.323,1.09e-05,0.0796,0.673,107.998,4,dancehall
7980,32103,32103,6HMk2bFT4VkIWwIAmDCqHj,Poshlaya Molly;HOFMANNITA,#HABIBATI,#HABIBATI,61,153005,Explicit,0.717,0.799,1,-6.937,0,0.0465,0.00163,0.0,0.352,0.682,114.974,4,electronic
7986,32115,32115,2qfEcCkEo5NscA9GL7ER72,Martin Jensen;James Arthur,Nobody,Nobody,61,211040,Explicit,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,4,electronic
8011,31875,31875,2b2LUjMx9LKwIARJf93Rbd,Jeremy Zucker,love is not dying,not ur friend,61,174520,Explicit,0.778,0.313,4,-9.288,1,0.421,0.301,0.0,0.667,0.707,68.936,4,electro
8019,84257,84257,5UgT7w6zVZjP3oyawMzbiK,The Doors,The Doors,The End,61,703373,Explicit,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,4,psych-rock
8033,38309,38309,1INksmStBpxdNlBzwGUvsg,Royal Blood,Royal Blood,Out of the Black,61,240572,Explicit,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937,4,garage
8053,15319,15319,0LqCvXVNvcnkq78sCQsoO0,keshi,skeletons,summer,61,165213,Explicit,0.717,0.453,8,-9.394,1,0.0532,0.144,0.0,0.12,0.483,85.005,4,chill
8063,29035,29035,0EB5fgdGQXZOiOMdRhKeCZ,Hairitage;Rico Act,Triumph EP,40 Cal,61,200071,Explicit,0.613,0.933,11,-2.29,1,0.297,0.00679,1.75e-06,0.346,0.357,75.005,4,dubstep
8066,48459,48459,2PRsh2LNPxoxC9OnErnelg,Nas,Illmatic,Halftime,61,260799,Explicit,0.766,0.793,4,-6.638,0,0.166,0.0303,8.09e-06,0.173,0.652,91.925,4,hardcore
8067,83163,83163,7jzldCBnJjpJM3epzJ85KE,Marshmello;YUNGBLUD;blackbear,Tongue Tied (with YUNGBLUD & blackbear),Tongue Tied (with YUNGBLUD & blackbear),61,186024,Explicit,0.628,0.821,1,-2.721,0,0.0525,0.0208,0.0,0.426,0.465,93.001,4,progressive-house
8083,33513,33513,4ALZ8gmNvmtOVNkZwK19dC,surrenderdorothy,BreathingExercise,RepeatInfinite,61,119333,Explicit,0.6,0.245,1,-15.628,1,0.0342,0.245,0.596,0.117,0.179,80.278,4,emo
8086,94582,94582,3dUXPkCP34x762v8cOJTRt,Khantrast,Let's Ride,Let's Ride,61,120981,Explicit,0.765,0.75,10,-7.375,1,0.198,0.232,0.0,0.233,0.568,128.031,4,sad
8089,48511,48511,33rsCCLHklTQav9klbpnAi,The Notorious B.I.G.,Ready to Die (The Remaster),Warning - 2005 Remaster,61,220440,Explicit,0.596,0.791,11,-7.582,0,0.476,0.345,1.42e-05,0.136,0.399,171.919,4,hardcore
8090,48512,48512,6uzesxG4dlBg3faZmzL6Qs,Obie Trice,Cheers,The Setup,61,193000,Explicit,0.908,0.738,1,-4.933,1,0.271,0.143,0.0,0.0829,0.79,95.954,4,hardcore
8113,104404,104404,2vitZ5fxaFmnYmzrzWooaV,Natos y Waor,Luna llena,Septiembre,61,219166,Explicit,0.765,0.556,9,-9.078,0,0.272,0.55,2.13e-05,0.105,0.225,90.995,4,spanish
8123,72418,72418,6RcsAN8XF5KX6mMh6dum8e,The Amity Affliction,Let the Ocean Take Me,Pittsburgh (No Intro),61,239127,Explicit,0.386,0.943,5,-3.033,0,0.185,0.000133,0.0,0.0928,0.402,148.008,4,metalcore
8126,94477,94477,1vb2AwKBvNylZcKVSyAidh,iamjakehill,Follow Me Into Hell,Satin Black,61,137740,Explicit,0.773,0.682,1,-6.329,0,0.054,0.047,0.00317,0.11,0.81,150.974,4,sad
8128,110690,110690,0CqCpm4LLQbHUX5ysizWJS,Asking Alexandria,Stand Up And Scream,The Final Episode (Let's Change Channel),61,242080,Explicit,0.213,0.957,3,-2.967,1,0.235,0.00156,0.0,0.394,0.157,196.118,3,trance
8134,72410,72410,0MBYfuf0BxZH1FJf6jHTus,I Prevail,TRUE POWER,Fake,61,171606,Explicit,0.539,0.952,9,-5.301,0,0.0569,0.000408,0.000639,0.938,0.275,105.018,4,metalcore
8139,48355,48355,158DIbrVt4YbqNnWyRCS3P,Nas;Diddy,I Am...,Hate Me Now (feat. Diddy),61,284000,Explicit,0.678,0.77,9,-4.399,0,0.222,0.00583,0.0,0.109,0.412,90.0,4,hardcore
8142,48307,48307,2GlhJyZRWP3MnSXOvnovIa,Lloyd Banks;50 Cent,Rotten Apple,Hands Up,61,240213,Explicit,0.799,0.878,1,-2.282,1,0.219,0.0775,0.0,0.51,0.594,95.0,4,hardcore
8157,48362,48362,0HOqINudNgQFpg1le5Hnqe,Geto Boys,Uncut Dope,Damn It Feels Good to Be a Gangsta,61,310600,Explicit,0.785,0.793,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,4,hardcore
8164,48409,48409,28AvvchUP85ihRe9xCzcfB,EPMD,Back In Business,Da Joint,61,208360,Explicit,0.734,0.466,10,-8.658,0,0.464,0.243,0.0,0.106,0.788,89.318,4,hardcore
8177,94521,94521,6ue8qsdLrXbj9UDmhnYkEa,convolk,LONEWOLF,I fucked up,61,159149,Explicit,0.645,0.708,5,-6.005,0,0.0382,0.00909,0.000356,0.115,0.282,80.503,4,sad
8179,83421,83421,5Axapk6xMmSHK2A75EZiYo,Calvin Harris;Normani;Tinashe;Offset,Funk Wav Bounces Vol. 2,"New To You (with Normani, Tinashe & Offset)",61,302613,Explicit,0.728,0.707,8,-5.09,1,0.0435,0.371,0.00107,0.138,0.802,96.017,4,progressive-house
8189,32620,32620,7Gc9OoiYsUrByC8tzD7kYY,DJ Shadow;Run The Jewels,The Mountain Will Fall,Nobody Speak,61,195965,Explicit,0.618,0.814,2,-5.937,1,0.157,0.0403,0.00236,0.263,0.301,160.078,4,electronic
8195,72860,72860,04K2bMi2vyOBwxr5EjDq5O,Ice Nine Kills,The Silver Scream,The American Nightmare,61,249746,Explicit,0.505,0.981,2,-3.779,1,0.156,0.000212,3.75e-06,0.588,0.256,120.052,4,metalcore
8200,33817,33817,4IOmpWHND1FVjT7EFeZhLp,Lil Tracy,Anarchy,Beautiful Nightmare,61,185886,Explicit,0.675,0.63,4,-8.052,1,0.072,0.0263,0.0,0.284,0.223,77.492,4,emo
8207,43367,43367,0Yfpc5zHc9pElVCQ1bPlF4,Pantera,Vulgar Display of Power,This Love,61,393706,Explicit,0.402,0.73,6,-9.327,1,0.0455,0.000312,0.323,0.103,0.296,104.527,4,groove
8208,43371,43371,5SAEMjVQbmin3g7b0RG6me,Pantera,Far Beyond Driven,5 Minutes Alone,61,347440,Explicit,0.504,0.856,7,-6.271,1,0.0423,0.000748,0.359,0.114,0.585,95.402,4,groove
8212,43427,43427,6rkeaQRCWZxwkjhyqgxjXi,Pantera,Vulgar Display of Power,Mouth for War,61,237346,Explicit,0.329,0.954,8,-7.006,0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,4,groove
8213,48706,48706,2uiEqPjMmIJXOKplzsEASP,Fat Joe;Eminem;Lil Jon;Mase;Remy Ma,All Or Nothing,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",61,290266,Explicit,0.611,0.754,1,-5.035,0,0.366,0.116,0.0,0.0945,0.565,126.961,5,hardcore
8218,72950,72950,5NSdMmd2LnvgDcpLiKeKeD,Falling In Reverse,Fashionably Late (Deluxe Edition),Bad Girls Club,61,221730,Explicit,0.533,0.924,2,-2.697,1,0.154,0.0139,0.0,0.487,0.756,174.002,4,metalcore
8232,33677,33677,4kQazx3VMaDKUG1IIaC94i,Lil Peep,"Come Over When You're Sober, Pt. 2",Cry Alone,61,167106,Explicit,0.637,0.856,1,-5.649,1,0.0337,0.0366,0.0308,0.0809,0.285,160.068,4,emo
8242,72924,72924,5Ax3CrEaFiQHb65JMijp2J,Electric Callboy,TEKKNO,Neon,61,191626,Explicit,0.581,0.816,5,-7.457,0,0.0393,0.000612,0.0,0.107,0.424,117.979,4,metalcore
8254,43633,43633,0rqRkmrlWyuhSUqJKvf8SK,Five Finger Death Punch,AfterLife,IOU,61,267290,Explicit,0.526,0.986,11,-5.094,1,0.0893,0.000145,0.0132,0.111,0.293,136.063,4,groove
8263,5543,5543,2KvhjbZPPtNXTB6wib1rXB,Maretu,Coin locker Baby,Mind brand,61,259230,Explicit,0.51,0.963,10,-2.662,0,0.0523,0.00806,0.000151,0.175,0.57,155.976,4,anime
8270,48561,48561,42qK1JWm8fDy3qHZbIZNuQ,Nas,The Lost Tapes,Purple,61,219466,Explicit,0.865,0.595,11,-6.705,0,0.227,0.0377,0.0,0.0877,0.819,96.948,4,hardcore
8283,48653,48653,6nwAubYnLGl7F7cDuOoVLp,Mobb Deep,Murda Muzik,Quiet Storm,61,265493,Explicit,0.79,0.728,2,-9.221,1,0.391,0.366,0.0,0.112,0.403,96.978,4,hardcore
8285,106404,106404,1VueoLGCvRRArsn8DgmH4X,Ricky Rich;A Boogie Wit da Hoodie,Habibi (feat. A Boogie Wit da Hoodie),Habibi (feat. A Boogie Wit da Hoodie),61,162990,Explicit,0.723,0.545,4,-6.26,0,0.049,0.0631,0.0,0.297,0.341,117.885,4,swedish
8290,86606,86606,00okrW9OfjmG0PZJSY3fJd,MOD SUN;Machine Gun Kelly;Goody Grace,Stay Away (feat. Machine Gun Kelly & Goody Grace),Stay Away (feat. Machine Gun Kelly & Goody Grace),61,151890,Explicit,0.667,0.636,8,-5.669,1,0.082,0.022,0.0,0.0908,0.152,158.058,4,punk
8298,33603,33603,0ANegBVvYb1jXWXLMbdZFs,Lil Peep,Gym Class,Gym Class,61,217000,Explicit,0.62,0.347,8,-13.292,1,0.0705,0.504,0.00421,0.0841,0.0753,75.517,4,emo
8309,72320,72320,0XX1yoKE6UQzweWOmgsIg2,I Prevail,TRUE POWER,FWYTYK,61,197981,Explicit,0.266,0.869,5,-6.086,1,0.0817,0.000352,5.65e-05,0.347,0.468,75.004,4,metalcore
8313,33370,33370,0tYHqwTW4s6VuPWDSD7n7K,6ix9ine,Day69: Graduation Day,KOODA,61,142582,Explicit,0.885,0.641,1,-4.455,1,0.351,0.175,0.0,0.234,0.201,91.167,4,emo
8316,94232,94232,5vW5AHNZDIJ6fmj0cBS0WV,Unodavid,Hypnotized,Hypnotized,61,130485,Explicit,0.811,0.508,10,-9.978,1,0.0499,0.0466,0.0,0.0906,0.0719,102.962,4,sad
8317,33266,33266,1uxDHAH3cPPg5tmzcoDAIH,POORSTACY,i don't care,make up,61,121413,Explicit,0.781,0.474,0,-7.436,1,0.24,0.119,0.0,0.0685,0.584,87.615,4,emo
8323,94238,94238,2eyW2bMSWxYK7MnOc8bMEa,Arden Jones,age tape 4,indifferent,61,139280,Explicit,0.726,0.504,7,-5.268,0,0.0694,0.68,0.0,0.0989,0.21,89.953,4,sad
8325,94335,94335,4jh5xTsu4kWGzeh4TaRs7a,KillBunk,Nascar,Nascar,61,113815,Explicit,0.581,0.763,1,-5.694,1,0.271,0.106,0.0,0.142,0.687,171.11,3,sad
8333,72061,72061,3GHtEaicELsTViK08EXEQQ,Bring Me The Horizon,amo,medicine,61,227265,Explicit,0.615,0.858,0,-3.3,1,0.0396,0.00393,0.0,0.0789,0.323,97.038,4,metalcore
8334,48069,48069,4XYsx8ga3fGwEFOOcauPZC,Delinquent Habits,Merry Go Round,Return of the Tres,61,254640,Explicit,0.725,0.8,1,-6.829,0,0.111,9.12e-05,0.00271,0.0951,0.471,100.609,4,hardcore
8346,33372,33372,2HrXRO1Z8xOpirCjqfqoKr,Lil Revive,Grim Peaks,Tell the Reaper I'm Sorry,61,161261,Explicit,0.536,0.646,4,-8.694,0,0.0407,0.166,0.0,0.133,0.296,160.037,4,emo
8363,15463,15463,3voz8YdsGn2Y9PXp6xcJkl,Moxas,my bad,my bad,61,149950,Explicit,0.952,0.351,1,-14.902,1,0.229,0.511,0.0,0.111,0.758,118.293,4,chill
8368,94275,94275,2EL7PmNeZuFSWPYbnMS0Sn,EGOVERT,Velvet!,Velvet!,61,100764,Explicit,0.875,0.399,0,-12.672,0,0.41,0.0689,4.93e-06,0.135,0.6,105.078,4,sad
8371,15437,15437,6m37YblnnlJ1x7DfTc3Vj0,Moxas,Floor Seats (Text Back),Floor Seats (Text Back),61,138157,Explicit,0.74,0.453,3,-7.828,1,0.121,0.656,8e-05,0.111,0.178,75.992,4,chill
8388,71976,71976,4VymMhILk4DSwghPkLUPVS,Avenged Sevenfold,Avenged Sevenfold,Critical Acclaim,61,315173,Explicit,0.499,0.966,7,-4.679,1,0.11,0.000329,6.1e-05,0.151,0.215,138.042,4,metal
8391,33311,33311,0R6dvBlNevqkzioHLoygbI,XXXTENTACION;blink-182,Bad Vibes Forever,IT'S ALL FADING TO BLACK,61,151683,Explicit,0.646,0.546,7,-6.9,1,0.0303,0.106,0.00492,0.207,0.252,105.047,4,emo
8394,47761,47761,67q0QsfLcTa2SqhP2wQbia,Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),Used To Love Her,61,192666,Explicit,0.615,0.902,1,-7.232,1,0.0331,0.464,2.44e-05,0.15,0.909,135.46,4,hard-rock
8404,33155,33155,1rsAFUCa6BVMgRQ3FCQQsi,Lil Pump,Lil Pump,Boss,61,106020,Explicit,0.803,0.789,10,-3.434,0,0.0383,0.0304,0.0,0.378,0.647,119.999,4,emo
8407,51346,51346,4BWOTlwOwhdOGRZni7nxin,King,The Carnival,She Don't Give A,61,206134,Explicit,0.557,0.471,2,-9.414,0,0.355,0.517,2.6e-06,0.112,0.26,162.904,4,hip-hop
8409,15332,15332,0f0gfm6wHjhqrBMHBn9Ajr,Sarcastic Sounds,I Don't Sleep,I Don't Sleep,61,105142,Explicit,0.774,0.352,6,-13.13,0,0.214,0.105,0.741,0.348,0.258,80.51,4,chill
8411,15707,15707,5eiD8KqhdRr2mI9oVq6yex,RUSSELL!,SCARLETT'S WEEKEND,SCARLETT'S WEEKEND,61,111696,Explicit,0.706,0.348,2,-4.25,1,0.035,0.663,0.0,0.194,0.474,111.81,4,chill
8425,48202,48202,50UkypyQJbSQLaXHke5Yep,Juelz Santana,What The Game's Been Missing!,There It Go (The Whistle Song),61,180493,Explicit,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,4,hardcore
8426,48201,48201,2b7FqlHc3JrzlYtGEkzq22,The Notorious B.I.G.,Greatest Hits,Juicy - 2007 Remaster,61,301466,Explicit,0.873,0.816,9,-4.645,1,0.256,0.483,0.0,0.146,0.79,96.067,4,hardcore
8430,51255,51255,71VXewVKFs0HcwEom489zH,KR$NA,Machayenge 4,Machayenge 4,61,398750,Explicit,0.833,0.8,11,-4.56,0,0.298,0.262,0.0,0.435,0.685,124.982,4,hip-hop
8454,48158,48158,14246VCxRDGZHqlMlqWSz4,Nas;A$AP Rocky;DJ Premier,Magic,Wave Gods,61,190261,Explicit,0.601,0.938,1,-4.382,1,0.282,0.0225,0.0,0.0508,0.762,87.129,4,hardcore
8458,72177,72177,69P1IEJ9OHNBQtTQf9YRrM,Bad Omens,THE DEATH OF PEACE OF MIND,CONCRETE JUNGLE,61,220495,Explicit,0.551,0.841,1,-5.259,1,0.0402,0.00102,0.00432,0.0698,0.451,91.966,4,metalcore
8462,33263,33263,4SCdkCFsbnQD6qnVc9l5Bt,6ix9ine,GINÉ,GINÉ,61,134844,Explicit,0.563,0.724,2,-4.651,1,0.347,0.0831,0.0,0.237,0.486,93.006,4,emo
8566,2706,2706,4ePKbzLwkIBslceokt2iXZ,The Seige,I Am Defiant,I Am Defiant,60,248880,Explicit,0.477,0.859,6,-3.649,1,0.264,0.0932,0.0,0.71,0.504,125.044,4,alt-rock
8569,41258,41258,710B9xFjNOisQtKtppZE9p,Type O Negative,Bloody Kisses (Top Shelf Edition),Black No. 1 (Little Miss Scare -All),60,675653,Explicit,0.348,0.7,4,-8.885,1,0.0611,0.0397,0.00228,0.106,0.416,93.614,4,goth
8596,37550,37550,2iH1dTkVI0pdFMSfLd4MaW,MC Ingryd;Mandragora,Vapo Vapo (Remix),Vapo Vapo (Remix),60,160112,Explicit,0.789,0.886,1,-3.6,1,0.138,0.00117,0.000805,0.0797,0.0393,149.966,4,funk
8659,58051,58051,5P13mfqn9o3ToFPTxowEgO,Marilyn Manson,The Golden Age Of Grotesque,This Is The New Shit,60,259666,Explicit,0.566,0.869,2,-6.084,1,0.1,0.000916,0.00346,0.114,0.647,178.113,4,industrial
8662,18251,18251,7lFgli7y2vo7sjgynHZzBP,Tenacious D,The Pick Of Destiny,Kickapoo,60,254346,Explicit,0.501,0.796,0,-4.599,1,0.104,0.107,0.000974,0.539,0.582,130.719,4,comedy
8666,72132,72132,1DbdQp5dwuawBGmxSHw6Fr,Bring Me The Horizon,Sempiternal (Expanded Edition),Empire (Let Them Sing),60,225693,Explicit,0.443,0.96,5,-3.153,0,0.102,0.000779,0.0,0.81,0.263,96.579,4,metalcore
8670,72157,72157,7gAfY8Y5aBrsAfNaejxXMY,Our Last Night,you broke me first,you broke me first,60,168145,Explicit,0.515,0.949,1,-3.521,0,0.0806,0.000103,1.22e-05,0.348,0.308,124.069,4,metalcore
8671,72164,72164,1GIofMbTz83fXqNrEuf4bA,Our Last Night,hot girl bummer,hot girl bummer,60,185769,Explicit,0.56,0.955,4,-2.954,0,0.0635,0.000129,0.00739,0.766,0.391,129.975,4,metalcore
8687,15132,15132,4iF2TMFaiJwEHecDNavRU9,Timmies;Nineteen95,Ekena,ugly,60,120027,Explicit,0.708,0.213,7,-8.266,1,0.0396,0.924,0.00118,0.111,0.109,80.02,4,chill
8702,72090,72090,3w8qOAwbHF6zYeYT7pj7DI,SiM,"THANK GOD, THERE ARE HUNDREDS OF WAYS TO KiLL ENEMiES",Devil in Your Heart,60,186026,Explicit,0.542,0.94,8,-0.713,1,0.0628,0.000737,0.0,0.133,0.765,120.053,4,metalcore
8715,18063,18063,4DEcdqqKokU7UAE4wCGQEy,Monty Python,Monty Python Sings,Always Look On The Bright Side Of Life,60,215333,Explicit,0.669,0.535,2,-12.36,1,0.0972,0.432,0.0,0.208,0.739,120.071,4,comedy
8724,72370,72370,6LNKeK9iJ66iwe16VxG43H,Motionless In White,Disguise,Disguise,60,237500,Explicit,0.497,0.932,6,-4.621,1,0.0952,0.000147,0.0,0.11,0.482,104.932,4,metalcore
8734,72225,72225,2y2ePmhzeawxdgzODNvpCD,Slaughter to Prevail,Kostolom,Demolisher,60,216000,Explicit,0.209,0.991,1,-1.876,1,0.356,0.000407,0.000501,0.307,0.0659,199.865,4,metalcore
8735,72232,72232,7LG0FEpKoKvHCv1S6FUrBY,Slaughter to Prevail,1984,1984,60,215000,Explicit,0.465,0.993,0,-1.734,1,0.0903,0.000354,0.0335,0.464,0.204,92.472,4,metalcore
8742,72282,72282,7v9ZePEkbz8CkpaPZPbof1,Bad Omens,THE DEATH OF PEACE OF MIND,ARTIFICIAL SUICIDE,60,195000,Explicit,0.561,0.898,9,-4.785,1,0.195,0.00024,0.00024,0.252,0.276,95.016,4,metalcore
8760,99997,99997,3i0VfLdOUCks9DmAht65XI,Nina Nesbitt,"The Sun Will Come up, The Seasons Will Change",The Best You Had,60,176853,Explicit,0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,4,singer-songwriter
8765,58172,58172,4ukiv6Rp5N4tQZSBT9JRLo,Marilyn Manson,Mechanical Animals,Rock Is Dead,60,189760,Explicit,0.509,0.91,11,-6.531,0,0.038,8.78e-06,0.102,0.404,0.358,101.174,3,industrial
8767,30951,30951,3O8b0dDy1Z8BNM81U8DE1j,Zara Larsson,WOW,WOW,60,179675,Explicit,0.748,0.79,6,-4.788,0,0.169,0.492,0.0,0.0901,0.279,77.495,4,edm
8774,58103,58103,2EMWP3NJeivpl0Seic7Oqz,JPEGMAFIA,HAZARD DUTY PAY!,HAZARD DUTY PAY!,60,157169,Explicit,0.615,0.951,8,0.915,1,0.169,0.038,0.0,0.182,0.6,121.575,4,industrial
8777,15378,15378,1QwuUvd5IEsyLrB47jEOpB,KAVO,F My Ex,F My Ex,60,164595,Explicit,0.894,0.435,11,-10.47,0,0.417,0.148,0.0,0.0736,0.717,140.02,4,chill
8785,86160,86160,20LpgjFwVEdjeJzjnIPxvE,Green Day,You Irritate Me (Demo),You Irritate Me - Demo,60,96637,Explicit,0.409,0.955,9,-6.137,1,0.0438,0.0156,1.62e-05,0.361,0.965,101.181,4,punk
8794,44391,44391,0ZEeEZnZ496lE6kN7bmSrp,Breaking Benjamin,Phobia (Explicit Version),Until The End,60,252800,Explicit,0.298,0.927,10,-4.396,0,0.0995,0.00021,0.0,0.296,0.389,133.997,4,grunge
8870,72672,72672,7H5q9RsWBDRrKq2qCdv2HG,Ice Nine Kills,The Silver Scream,Stabbing In The Dark,60,276866,Explicit,0.345,0.943,10,-4.184,0,0.144,0.00123,0.0,0.0609,0.293,164.954,4,metalcore
8873,38191,38191,0DKvcH4SCRdhVYTxStKx9h,Arctic Monkeys,Favourite Worst Nightmare,This House is a Circus,60,191680,Explicit,0.476,0.844,7,-5.253,1,0.0431,1.81e-05,0.00196,0.272,0.658,155.322,4,garage
8916,111005,111005,1GsSM1Fju5J1Fsu51jEsTg,FKA twigs;The Weeknd,CAPRISONGS,tears in the club (feat. the weeknd),60,196760,Explicit,0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,trip-hop
8939,72443,72443,5HXWIpc8zLACuoaR5gMaip,Bad Omens,Finding God Before God Finds Me,Dethrone,60,209134,Explicit,0.283,0.935,6,-4.56,1,0.142,1.59e-05,0.0057,0.073,0.419,111.884,3,metalcore
8941,72385,72385,1jKH10ufuA4EzUCdobVxu0,Parkway Drive,Darker Still,Glitch,60,261811,Explicit,0.552,0.87,1,-3.998,1,0.048,9.54e-05,0.0968,0.283,0.364,106.049,4,metalcore
8942,72406,72406,0y0v0SDevDcGW5rsDElup3,Motionless In White,Disguise,Thoughts & Prayers,60,240450,Explicit,0.321,0.962,1,-3.364,1,0.161,6.78e-06,0.0,0.396,0.473,200.142,4,metalcore
8962,72565,72565,7jm63qwHLmemNcMzORjwfi,I Prevail,TRUE POWER,Choke,60,182388,Explicit,0.566,0.89,1,-4.89,1,0.0413,8.66e-05,0.0032,0.257,0.313,110.041,4,metalcore
8968,39754,39754,1t8742dk3Bks8F8nAGBfjD,NyoMii;LOC 079,Criminal,Criminal,60,182572,Explicit,0.715,0.605,10,-6.699,0,0.479,0.219,0.0,0.077,0.669,77.546,4,german
8983,43782,43782,76CWLFHm3OFuE2P1dDMhi3,Five Finger Death Punch,F8,Full Circle,60,202249,Explicit,0.495,0.993,7,-3.014,1,0.145,0.000151,0.0,0.368,0.29,149.912,4,groove
8984,99522,99522,3A9x6yHdlP1H5BY5Pz3l7P,Lauren Weintraub,Not Like I’m In Love With You,Not Like I’m In Love With You,60,185715,Explicit,0.656,0.603,11,-5.552,1,0.0385,0.0696,0.00132,0.17,0.481,153.946,4,singer-songwriter
9044,21150,21150,2SVObssPWzeJquNyR05NjL,Omah Lay;6LACK,Damn (feat. 6lack),Damn (feat. 6lack),60,159338,Explicit,0.59,0.434,8,-5.975,0,0.253,0.327,0.0,0.102,0.493,141.392,5,dancehall
9045,21158,21158,3dEqPYFBUAOU0fqpudVnJW,Olamide;Fave,UY Scuti,Want (feat. Fave),60,101250,Explicit,0.715,0.626,7,-7.444,1,0.29,0.345,0.0786,0.124,0.572,89.856,4,dancehall
9047,94616,94616,7g7or6ba1mBgq5Ydj2ixjs,LIL DUSTY G,UNDERGROWTH,INBETWEEN,60,114845,Explicit,0.682,0.653,6,-7.043,0,0.0988,0.138,0.0016,0.0554,0.682,92.007,4,sad
9071,94646,94646,1ux2H51GHPjSntjRvxU2gN,DIRTYXAN,Palace,Palace,60,110080,Explicit,0.934,0.677,11,-6.337,0,0.246,0.234,0.000927,0.0634,0.608,111.036,4,sad
9077,48510,48510,6phmKeRhJUsiSBJgMkgjg8,N.W.A.,Efil4zaggin,Alwayz Into Somethin',60,264960,Explicit,0.709,0.874,7,-4.522,1,0.193,0.0114,0.0,0.213,0.832,88.546,4,hardcore
